The wavelength of first line of Lyman series is 1210 Å in Hydrogen atom. The wavelength of first line of Balmer series in Hydrogen spectra will be,,Chemistry,,Atomic Structure,1,Medium,6534 Å,,1820 Å,,3660 Å,,4848 Å,,2
Which of these have same number of atoms as 1g of hydrogen?,,Chemistry,,Mole Concept,1,Easy,2g of He,,16g of S,,14g of Si,,20g of Ne,,4
The returning of electrons from higher energy level to second energy level of hydrogen gives spectral lines lying in.,,Chemistry,,Atomic Structure,1,Medium,UV – region,,Visible region,,IR – region,,Microwave region,,2
The transition element with highest oxidation state is,,Chemistry,,Periodic Table,1,Medium,Manganese,,Osmium,,Vanadium,,Copernicium,,1
Valency and Oxidation state of S in S₈ molecule is,,Chemistry,,Chemical Bonding,1,Medium,6 & 0,,6 & –2,,2 & 0,,2 & –2,,1
Which of these pairs represents anomalous pairs in Mendeleev's period table?,,Chemistry,,Periodic Table,1,Easy,Fe & Ni,,Ar & K,,K & Ca,,I & Xe,,2
Which of these is both Bronsted and Lewis acid but not Arrhenius acid?,,Chemistry,,Acid Base,1,Medium,HCl,,NH₃,,Cu⁺,,NH₄⁺,,4
During lightening nitrogen is fixed as,,Chemistry,,Environment,1,Medium,N₂O,,NO,,NO₂,,HNO₃,,2
ZnSO₄ solution gives ZnS ppt with H₂S gas in,,Chemistry,,Qualitative,1,Medium,acidified medium,,neutral medium,,alkaline medium,,all medium,,1
"In Mond's process, Ni is purified using",,Chemistry,,Metallurgy,1,Medium,CO,,H₂,,Cl₂,,CO₂,,1
CuSO₄ can oxidize.,,Chemistry,,Redox,1,Easy,KI,,H₂S,,SO₂,,NH₃,,1
Benzene on air oxidation using V₂O₅ catalyst gives.,,Chemistry,,Organic Reaction,1,Medium,CO₂,,Malonic acid,,Maleic anhydride,,Glyoxal,,3
The product formed on reduction of nitrobenzene in neutral medium is,,Chemistry,,Organic Reaction,1,Medium,Aniline,,Azobenzene,,Hydrazobenzene,,None of them,,3
The observation of prussian blue ppt during qualitative analysis confirms the presence of,,Chemistry,,Qualitative,1,Medium,N only,,S only,,N and S both,,Other heteroatoms,,3
question_text,question_image_url,course_name,chapter,Topic,marks,difficulty,option_1,option_1_image_url,option_2,option_2_image_url,option_3,option_3_image_url,option_4,option_4_image_url,answer_option_number
"During the holide detection, the sodium extract must be boiled with",,Chemistry,,Qualitative,1,Easy,NH₄OH (dil),,HNO₃ (dil),,H₂SO₄ (conc),,HCl (conc),,1
(p ∧ ¬q) ∧ (¬p ∧ q) is,,Mathematics,,Logic,1,Medium,a tautology,,a contradiction,,both a tautology & a contradiction,,neither a tautology nor a contradiction,,2
The conjugate of (1 / (2 + i)) is,,Mathematics,,Complex Numbers,1,Medium,(2 + i)/5,,(2 – i)/5,,5/(2 + i),,5/(2 – i),,4
"If the arithmetic and geometric mean of two distinct positive numbers are A and G respectively, then their harmonic mean is",,Mathematics,,Averages,1,Medium,G²/A,,A²/G,,G/A,,A/G,,1
The most general value of θ which satisfies sinθ = 1/2 and tanθ = 1/√3 is,,Mathematics,,Trigonometry,1,Medium,nπ + π/6,,2nπ + π/6,,2nπ + 7π/6,,2nπ + 5π/6,,2
If a chord joining two points 't₁' and 't₂' on the parabola y² = 4ax makes right angle at vertex then,,Mathematics,,Coordinate Geometry,1,Medium,t₁t₂ = –1,,t₁t₂ = 2,,t₁t₂ = 4,,t₁ + t₂ = 0,,1
The eccentricity of the conic represented parametrically by x = t and y = 1/t is,,Mathematics,,Conic Section,1,Hard,3/√2,,1,,√2,,1/√2,,3
lim x→0 logₑ(1 + x)/x is,,Mathematics,,Limits,1,Easy,1,,logₑ e,,e,,logₑ a,,1
The derivative of sec²x w.r.t. tanx is,,Mathematics,,Derivatives,1,Medium,tanx,,2tanx,,secx tanx,,2secx tanx,,4
Integrate ∫ sin⁻¹(cosx) dx,,Mathematics,,Integration,1,Hard,πx²/2 – x + c,,πx/2 – x²/2 + c,,cosecx + c,,1/√(1 – x²) + c,,2
(a.î) î + (a.ĵ) ĵ + (a. k̂) k̂,,Mathematics,,Vector,1,Medium,î + ĵ + k̂,,a,,3a,,0,,2
The range of the function f(x) = 9 – 7sinx is,,Mathematics,,Functions,1,Medium,"(2, 16)",,"[2, 16]",,"[–1, 1]",,"(2, 16]",,2
"If the standard deviation of 10, 11, 12, ..., 19 is K, then the standard deviation of 1, 2, 3, ..., 10 is",,Mathematics,,Statistics,1,Medium,K,,K + 10,,K + √10,,10K,,1
The number of diagonals that can be drawn by joining the vertices of a heptagon is,,Mathematics,,Geometry,1,Easy,14,,21,,25,,35,,2
"If A (adj. A) = [410041]\begin{bmatrix} 41 & 0 \\ 0 & 41 \end{bmatrix}, then",A,#ERROR!,,Mathematics,,Matrix,1,Medium,41,,41²,,0,,1/41
"The orthocentre of Δ forms by lines x = 3, x + y = 5, y = 7 is",,Mathematics,,Coordinate Geometry,1,Medium,"(0, 1)",,"(5, 5)",,"(3, 5)",,"(3, 7)",,3
The line l x + m y + n = 0 is normal to x² + y² = a² if,,Mathematics,,Geometry,1,Hard,l = 0,,l + m – n = 0,,n = 0,,l + m + n = a,,3
question_text,question_image_url,course_name,chapter,Topic,marks,difficulty,option_1,option_1_image_url,option_2,option_2_image_url,option_3,option_3_image_url,option_4,option_4_image_url,answer_option_number
"If f(x) = 2x + K, x < 1; = 3, x ≥ 1 is continuous at x = 1, then K =",,Mathematics,,Continuity,1,Medium,0,,3,,2/3,,1,,3
The probability that an English alphabet selected at random is a vowel is,,Mathematics,,Probability,1,Easy,21/26,,1/26,,6/26,,2/13,,4
∫ 1/(1 – sinx) dx =,,Mathematics,,Integration,1,Hard,tanx – secx + c,,tanx + secx + c,,tanx + c,,tan²x – sec²x + c,,2
If sin⁻¹x = π/5 then cos⁻¹x =,,Mathematics,,Inverse Trig,1,Easy,4π/10,,3π/10,,π/2,,π/4,,2
Which of the following contains the same vowel sound as 'flood'.,,English,,Phonetics,1,Medium,but,,bought,,comb,,bird,,1
He will write the letters ... 2 o'clock.,,English,,Grammar,1,Easy,in,,till,,until,,to,,3
The audience ... huge yesterday night.,,English,,Grammar,1,Easy,was,,were,,is,,are,,1
Which of the following sentence is not in passive.,,English,,Grammar,1,Medium,This is a letter written to me.,,"The sun having set, the farmer went home.",,I want this work to be done.,,It was said that he had been guilty.,,2
"Get me a glass of water, ...?",,English,,Grammar,1,Easy,shall you,,wouldn't you,,will you,,won't you,,3
He does not like ... better.,,English,,Grammar,1,Easy,me doing,,my doing,,mine doing,,myself doing,,2
"You shouldn't be angry, they did it only for ...",,English,,Grammar,1,Easy,fun,,joke,,wite,,none,,1
"Due to emergency condition, the army was asked to ...",,English,,Grammar,1,Easy,stand out,,stand up,,stand by,,stand in,,3
The single word for ‘fit to be chosen’ is,,English,,Vocabulary,1,Medium,eligible,,illegible,,legible,,all of the above,,1
It is ... who are sitting for the exam.,,English,,Grammar,1,Easy,I,,we,,me,,us,,1
She bought a book ...,,English,,Grammar,1,Easy,which was interesting,,who was interesting,,that was interesting,,whom was interesting,,1
The ... are worried about the plan.,,English,,Vocabulary,1,Easy,committee,,public,,organization,,audience,,1
The equation of projectile is y = 12x – (3/4)x² and horizontal velocity is 3 m/s then range of projectile is,,Physics,,Projectile Motion,2,Hard,12.4 m,,21.6 m,,30.6 m,,36 m,,3
A wheel having moment of inertia 2kgm² about its vertical axis rotates at the rate of 60rpm about this axis. The torque which can stop the wheel in one minute is,,Physics,,Rotational Motion,2,Hard,2π/15 Nm,,π/12 Nm,,π/15 Nm,,π/18 Nm,,1
question_text,question_image_url,course_name,chapter,Topic,marks,difficulty,option_1,option_1_image_url,option_2,option_2_image_url,option_3,option_3_image_url,option_4,option_4_image_url,answer_option_number
A drop of mercury of radius 2mm is split into 8 identical droplets. The increase in surface energy is if surface tension of mercury is 0.465 N/m is,,Physics,,Surface Tension,2,Hard,23.4 µJ,,18.5 µJ,,26.8 µJ,,16.8 µJ,,3
A Carnot engine takes 3×10⁵ calorie of heat from a reservoir at 627°C and gives it to sink at 27°C. The work done by engine is,,Physics,,Thermodynamics,2,Medium,4.2 × 10⁵ J,,8.4 × 10⁵ J,,16.8 × 10⁵ J,,32 × 10⁵ J,,1
A body of mass 2kg is dragged on a horizontal surface with constant speed of 2m/s. If the coefficient of friction between body and surface is 0.2 then heat generated in 2s will be,,Physics,,Work & Energy,2,Medium,7.5 cal,,9.33 cal,,8.2 cal,,8.75 cal,,2
The length of pipe open at both ends is 48cm and its fundamental frequency is 320Hz. The diameter of pipe if vₐᵢᵣ is assumed as 320m/s is,,Physics,,Sound Waves,2,Medium,3 cm,,3.3 cm,,6 cm,,6.6 cm,,1
A capacitor of 4μF is connected with resistance of 2.5MΩ across a battery of 12V having negligible internal resistance. The time after which potential across capacitor become three times the potential across resistor is,,Physics,,Capacitors,2,Hard,13.86 s,,64.8 s,,3.24 s,,20.5 s,,1
The reading of voltmeter in fig. is 5V then resistance of voltmeter is,,Physics,,Circuits,2,Medium,200 Ω,,100 Ω,,10 Ω,,50 Ω,,2
"The spokes of a wheel are metallic and their length is 0.5m. On rotating the wheel at right angle to a magnetic field of 5×10⁻² T, potential difference of 3.14mV is produced between rim & axis. The rate of rotation of wheel is",,Physics,,Electromagnetic Induction,2,Medium,8 rev/s,,12 rev/s,,16 rev/s,,20 rev/s,,1
Two long parallel wires P and Q are held perpendicular to the plane of paper at distance 5cm between them. If P carry a current of 2.5A and Q carry a current of 5A in same direction then magnetic field at a point halfway between the wires is,,Physics,,Magnetism,2,Hard,μ₀/17,,√3μ₀/2π,,μ₀/10,,3μ₀/10,,2
A diverging lens is placed on the axis of concave mirror of focal length 15cm at distance 15cm from the mirror. When an object is placed at 30cm from the lens then an inverted image is formed on the object itself. The focal length of lens is,,Physics,,Ray Optics,2,Hard,15 cm,,30 cm,,60 cm,,12 cm,,2
Two sources of decay constants 10λ and λ have same number of nuclei initially. The ratio of number of nuclei will be (1/e) after a time of,,Physics,,Radioactivity,2,Medium,1/10λ,,1/11λ,,1/10λ,,1/9λ,,2
When a surface is irradiated by 480nm then electrons of maximum velocity v are emitted whose cut off wavelength is 600nm same surface emit electrons of velocity 2v for wavelength of radiation,,Physics,,Photoelectric Effect,2,Medium,400 nm,,384 nm,,360 nm,,300 nm,,2
The correct relation among the following is,,Physics,,Thermodynamics,2,Medium,Eₐ = Eₖ + Eᵣ,,Eₜ = Eₐ + Eᵣ,,Eᵣ = Eₐ + Eₜ,,Eₐ = Eₜ + Eᵣ,,4
question_text,question_image_url,course_name,chapter,Topic,marks,difficulty,option_1,option_1_image_url,option_2,option_2_image_url,option_3,option_3_image_url,option_4,option_4_image_url,answer_option_number
If 0.1g of NaOH is neutralized by 250ml of H₂SO₄ solution. The pH of H₂SO₄ solution is,,Chemistry,,Acid-Base,1,Medium,1,,2,,1.5,,2.5,,2
Gases deviate from ideal behaviours because molecules,,Chemistry,,Gaseous State,1,Easy,are colourless,,are spherical,,attract each other,,have high speeds,,3
Mercuric chloride reacts with NaOH to form,,Chemistry,,Inorganic Reactions,1,Medium,HgO,,HgO.HgCl₂,,Hg₂O.Hg₂Cl₂,,HgO₂.Hg₂Cl₂,,2
Which of these can oxidize HF to F₂?,,Chemistry,,Redox,1,Hard,KMnO₄,,MnO₂,,O₃,,None of these,,1
Which of these pairs doesn't represent functional group isomers?,,Chemistry,,Organic Chemistry,1,Medium,Aldehyde and Ketone,,Acid and Ester,,Alcohol and Acid,,Alcohol and Ether,,3
Addition of HCl to ethyne in presence of Hg²⁺ ion gives,,Chemistry,,Organic Reactions,1,Medium,"1, 2-dichloroethane",,Vinyl chloride,,"1, 1-dichloroethane",,Butane,,3
The product of bromine test of phenol is,,Chemistry,,Organic Chemistry,1,Medium,"2, 4, 6-tribromophenol – white ppt",,"2, 4, 6-tribromophenol – red ppt",,"2, 3, 5-tribromophenol – white ppt",,o-bromo phenol (black ppt),,1
The range of the function f(x) = x² – 4x + 3 is,,Mathematics,,Functions,1,Easy,"(–1, ∞)",,"[–1, ∞)",,"(1, ∞)",,"[1, ∞)",,4
"In a ΔABC, a²cos²A = b² + c² then",,Mathematics,,Trigonometry,1,Medium,A < π/4,,π/4 < A < π/2,,A > π/2,,A = π/2,,4
Let the determinant of a 3 × 3 matrix A be 6 and B is a matrix defined by B = 5A² then det B is equal to,,Mathematics,,Determinants,1,Medium,180,,900,,1800,,4500,,4
"The range and the coefficient of range from the following data are X: 25, 76, 61, 48, 57, 14, 24, 50",,Mathematics,,Statistics,1,Medium,"62, 0.51",,"64, 0.69",,"50, 1.2",,"62, 0.69",,4
The number of five digit telephone numbers having at least one of their digits repeated is,,Mathematics,,Permutations,1,Medium,90000,,100000,,69760,,69760,,4
The number of solution for the equation x² – 5,x,#ERROR!,,Mathematics,,Quadratic Equations,1,Medium,2,,3,,4,,5
The equation of the locus of midpoint of chord of the circle x² + y² = a² which subtends an angle of 120° at the centre is,,Mathematics,,Coordinate Geometry,1,Hard,x² + y² = 2a²,,x² + y² = a²/4,,x² + y² = 3a²/4,,x² + y² = a²,,3
"The in-centre of a Δ whose three sides 3x + 4y + 5 = 0, 3x – 4y + 5 = 0 and x = 1 is",,Mathematics,,Coordinate Geometry,1,Hard,"(1, 1)",,"(1, 0)",,"(1/2, 1/2)",,"(3, 4)",,3
The solution of the differential equation dy/dx = (x + y)/x satisfying the condition y(1) = 1 is,,Mathematics,,Differential Eq.,1,Hard,y = logx + x,,y = xlogx + x,,y = xe^(–1),,y = xlogx + x,,2
A lot contains 10 items of which 3 are defective. Three items are chosen from the lot at random one after another without replacement. Find the probability that all three are defective,,Mathematics,,Probability,1,Hard,3/10,,2/55,,1/120,,1/3,,3
question_text,question_image_url,course_name,chapter,Topic,marks,difficulty,option_1,option_1_image_url,option_2,option_2_image_url,option_3,option_3_image_url,option_4,option_4_image_url,answer_option_number
If y = √x logₑx then dy/dx at x = e is,,Mathematics,,Derivatives,1,Medium,1/e,,1/√e,,√e,,e,,2
A circular plate of metal expands by heat so that its radius increases at the rate of k unit/sec. The rate at which the surface area is increasing when the radius is 7 units is,,Mathematics,,Applications of Derivatives,1,Medium,11k,,22k,,44k,,30k,,3
∫ (tanx / sinx cosx) dx,,Mathematics,,Integration,1,Hard,2/√secx + c,,2√tanx + c,,2/√tanx + c,,2/√secx + c,,3
The area bounded by the curve y = x² and y = 2x is,,Mathematics,,Definite Integration,1,Medium,3,,3/2,,4/3,,5/4,,2
If a and b represent AB and BC of a regular hexagon ABCDEF then vector FA =,,Mathematics,,Vectors,1,Medium,–a – b,,–b – a,,a + b,,(b – a),,2
From where could this account have been taken?,,English,,Reading Comprehension,1,Easy,A weather report,,A novel,,A newspaper,,A pamphlet,,1
The soldiers left their hiding place because,,English,,Reading Comprehension,1,Easy,were scared of toads,,were ordered to,,were getting wet,,might have drowned there,,3
M. Gayet and his friends caught the toads in,,English,,Reading Comprehension,1,Easy,a handkerchief,,their hats,,their clothing,,the depression,,1
What proof does M. Gayet give to prove that what happened was real?,,English,,Reading Comprehension,1,Medium,Toads are found in the depression,,Soldiers felt the toads striking blows as they fell,,150 men of the guard swore it rained toads,,Toads were found in the guards' hats after the rain stopped,,2
question_text,question_image_url,course_name,chapter,Topic,marks,difficulty,option_1,option_1_image_url,option_2,option_2_image_url,option_3,option_3_image_url,option_4,option_4_image_url,answer_option_number
Slope of kinetic energy versus position vector gives the rate of change of,,Physics,Mechanics,"Work, Energy & Power",1,Medium,momentum,,kinetic energy,,potential energy,,acceleration,,4
A solid ball of metal has a concentric spherical cavity within it. If the ball is heated then volume of cavity will,,Physics,Heat,Thermal Expansion,1,Easy,decrease,,increases,,remain same,,none of above,,2
"To hear beats, it is essential that the two sound waves in air should",,Physics,Waves,Sound & Beats,1,Easy,be travelling in same direction,,have slightly different amplitude,,have slightly different frequency,,be travelling in opposite direction,,3
Charge ‘Q’ is placed at centre of cube then the flux through one of the face of cube will be,,Physics,Electrostatics,Gauss's Law,1,Medium,Q/6ε₀,,Q/12ε₀,,2Q/6ε₀,,Q/12ε,,1
Length of a conductor is halved then its conductivity will be,,Physics,Current Electricity,Resistance,1,Easy,halved,,remain same,,doubled,,quadrupled,,2
The de Broglie wavelength associated with a charged particle accelerated through 100V is λ. The de Broglie wavelength associated with the same charged particle accelerated by 900V is,,Physics,Modern Physics,de Broglie Wavelength,1,Medium,3λ,,√3λ,,λ/3,,λ/√3,,4
For a transistor current amplification factor is 4. The transistor is common emitter mode then change in collector current when base current changed by 6mA is,,Physics,Electronics,Transistor,1,Medium,6 mA,,12 mA,,24 mA,,48 mA,,3
The sum of two unit vectors is also unit vector then magnitude of their difference will be,,Mathematics,Vectors,Vector Algebra,1,Hard,1/√2,,√2,,√3,,0,,1
For a particle executing SHM the incorrect statement is,,Physics,SHM,Motion,1,Medium,Total energy is always constant,,Restoring force is always directed towards fixed point,,Restoring force is maximum at the extreme position,,Acceleration is maximum at equilibrium position,,4
The maximum deviation in a prism will be for,,Physics,Optics,Refraction through Prism,1,Easy,Yellow,,Blue,,Green,,Orange,,2
